LeadROName,ProjectCategory,year,AwardPounds
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2012,319689
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2013,9691
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2014,999039
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2015,2515092
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2016,2614303
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2017,12536319
NERC BRITISH GEOLOGICAL SURVEY,RESEARCH,2018,5871886
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,EDUCATION,2014,116310
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,EDUCATION,2015,95962
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,EDUCATION,2017,120679
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2012,378591
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2013,875121
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2014,5583243
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2015,5662589
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2016,12207085
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2017,8207596
NERC CENTRE FOR ECOLOGY AND HYDROLOGY,RESEARCH,2018,26844014
NESTA,RESEARCH,2018,545000
NESTA,RESEARCH,2018,6225177
NESTEC YORK LTD.,RESEARCH,2015,202803
NESTEC YORK LTD.,RESEARCH,2016,161398
NESTLE UK LTD.,RESEARCH,2015,497253
NETCOMPOSITES LIMITED,RESEARCH,2017,605792
NETTITUDE LTD,RESEARCH,2018,227753
NEUDRIVE LIMITED,RESEARCH,2017,277696
NEUDRIVE LIMITED,RESEARCH,2018,69383
NEUROCONCISE LTD.,RESEARCH,2017,300293
NEUROFENIX LIMITED,RESEARCH,2018,404348
NEURONOSTICS,RESEARCH,2018,503848
NEW YORK UNIVERSITY,RESEARCH,2017,505240
NEWCASTLE UNIVERSITY,RESEARCH,2018,379317
NEWCASTLE UNIVERSITY,RESEARCH,2018,15383
NEWCASTLE UNIVERSITY,EDUCATION,2014,1092225
NEWCASTLE UNIVERSITY,EDUCATION,2015,1098688
NEWCASTLE UNIVERSITY,EDUCATION,2016,1222749
NEWCASTLE UNIVERSITY,EDUCATION,2017,747101
NEWCASTLE UNIVERSITY,EDUCATION,2018,2697594
NEWCASTLE UNIVERSITY,BUSINESS,2016,320929
NEWCASTLE UNIVERSITY,BUSINESS,2017,497014
NEWCASTLE UNIVERSITY,BUSINESS,2018,1135214
NEWCASTLE UNIVERSITY,OTHER GRANT,2014,4980966
NEWCASTLE UNIVERSITY,OTHER GRANT,2016,326440
NEWCASTLE UNIVERSITY,RESEARCH,2013,11110871
NEWCASTLE UNIVERSITY,RESEARCH,2014,8127932
NEWCASTLE UNIVERSITY,RESEARCH,2015,20712041
NEWCASTLE UNIVERSITY,RESEARCH,2016,75281259
NEWCASTLE UNIVERSITY,RESEARCH,2017,31541184
NEWCASTLE UNIVERSITY,RESEARCH,2018,35995908
NEWCASTLE UNIVERSITY,RESEARCH,2014,8676674
NEWCASTLE UNIVERSITY,RESEARCH,2015,6754361
NEWCASTLE UNIVERSITY,RESEARCH,2016,3935144
NEWCASTLE UNIVERSITY,RESEARCH,2017,2033950
NEWCASTLE UNIVERSITY,RESEARCH,2018,6156922
NEWTEC VASCULAR PRODUCTS LIMITED,RESEARCH,2018,177438
NEXEON LIMITED,RESEARCH,2018,6989114
NEXTEK LIMITED,RESEARCH,2016,437156
NEXTEK LIMITED,RESEARCH,2017,450902
NIGHTSTARX LIMITED,RESEARCH,2018,1499676
NISSAN MOTOR (GB) LIMITED,RESEARCH,2018,5956025
NISSAN MOTOR MANUFACTURING (UK) LIMITED,RESEARCH,2017,13502875
NISSAN MOTOR MANUFACTURING (UK) LIMITED,RESEARCH,2018,427324
NORTECH MANAGEMENT LIMITED,RESEARCH,2018,699930
NORTH CAROLINA STATE UNIVERSITY,RESEARCH,2015,181570
NORTH EAST HAMPSHIRE AND FARNHAM CCG,RESEARCH,2018,544491
NORTH PENNINES AONB PARTNERSHIP,RESEARCH,2015,9330
NORTH WEST REGIONAL COLLEGE,BUSINESS,2017,108270
NORTH WEST TEXTILES NETWORK LTD,RESEARCH,2016,420585
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,BUSINESS,2017,1998604
NORTHUMBRIA UNIVERSITY,RESEARCH,2018,44279
NORTHUMBRIA UNIVERSITY,EDUCATION,2017,307802
NORTHUMBRIA UNIVERSITY,EDUCATION,2018,149786
NORTHUMBRIA UNIVERSITY,BUSINESS,2017,312471
NORTHUMBRIA UNIVERSITY,BUSINESS,2018,255171
NORTHUMBRIA UNIVERSITY,RESEARCH,2014,458078
NORTHUMBRIA UNIVERSITY,RESEARCH,2016,328870
NORTHUMBRIA UNIVERSITY,RESEARCH,2017,3840844
NORTHUMBRIA UNIVERSITY,RESEARCH,2018,4209345
NORTON MOTORCYCLES (UK) LIMITED,RESEARCH,2016,2724995
NOTO TECHNOLOGIES LIMITED,RESEARCH,2018,171715
NOTTINGHAM TRENT UNIVERSITY,EDUCATION,2018,367191
NOTTINGHAM TRENT UNIVERSITY,BUSINESS,2017,246276
NOTTINGHAM TRENT UNIVERSITY,BUSINESS,2018,41025
NOTTINGHAM TRENT UNIVERSITY,RESEARCH,2016,442918
NOTTINGHAM TRENT UNIVERSITY,RESEARCH,2017,325473
NOTTINGHAM TRENT UNIVERSITY,RESEARCH,2018,897577
NOTTINGHAM UNI HOSPITALS NHS TRUST,EDUCATION,2018,217559
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,RESEARCH,2018,1487643
NOVA PANGAEA TECHNOLOGIES (UK) LIMITED,RESEARCH,2018,872000
NOVOLAB LIMITED,RESEARCH,2018,535012
NPL MANAGEMENT LIMITED,RESEARCH,2016,245095
NPS HUMBER LIMITED,RESEARCH,2018,359780
NQUIRINGMINDS LIMITED,RESEARCH,2017,1871638
NU NANO LTD,RESEARCH,2017,216496
NUM TECHNOLOGY  LTD,RESEARCH,2018,292480
NUMERION SOFTWARE LIMITED,RESEARCH,2016,593356
NUMERION SOFTWARE LIMITED,RESEARCH,2017,322034
NURON LIMITED,RESEARCH,2018,42947
NUVIA LIMITED,BUSINESS,2018,1499224
NUVISION BIOTHERAPIES LIMITED,RESEARCH,2018,885375
NVP ENERGY UK LIMITED,RESEARCH,2017,395570
O2NRG LTD,RESEARCH,2018,264168
OAK TECHNICAL SERVICES (OAKTEC),RESEARCH,2017,614646
OCTOPUS ENERGY LIMITED,RESEARCH,2018,3104622
OFCOM,RESEARCH,2018,690600
OFFSHORE RENEWABLE ENERGY CATAPULT,RESEARCH,2018,73929000
OFGEM,RESEARCH,2018,2377130
OHMEDICS LIMITED,RESEARCH,2015,659311
OLIVER CRISPIN ROBOTICS LIMITED,RESEARCH,2017,1518147
OLYMPUS AUTOMATION LIMITED,RESEARCH,2017,627819
OMASS TECHNOLOGIES LTD,RESEARCH,2018,481722
OMNIA(CS) LIMITED,RESEARCH,2018,754633
OMNIFI LIMITED,RESEARCH,2017,40488
ONFIDO LTD,EDUCATION,2016,257227
ONSITE DIAGNOSTICS LIMITED,RESEARCH,2018,69687
OPEN DATA INSTITUTE,RESEARCH,2017,6000000
OPEN INCLUSION LIMITED,RESEARCH,2018,46465
OPEN UNIVERSITY,EDUCATION,2014,404876
OPEN UNIVERSITY,EDUCATION,2018,307538
OPEN UNIVERSITY,BUSINESS,2014,150605
OPEN UNIVERSITY,RESEARCH,2014,1208430
OPEN UNIVERSITY,RESEARCH,2015,1362465
OPEN UNIVERSITY,RESEARCH,2016,2577123
OPEN UNIVERSITY,RESEARCH,2017,6180047
OPEN UNIVERSITY,RESEARCH,2018,5955397
OPEN UNIVERSITY,RESEARCH,2015,794805
OPEN UNIVERSITY,RESEARCH,2017,298156
OPEN UNIVERSITY,RESEARCH,2018,301328
OPENLINK GROUP LIMITED,EDUCATION,2017,213231
OPTIBRIUM LIMITED,RESEARCH,2018,811860
OPTISENSE LIMITED,RESEARCH,2014,437251
OPTISENSE LIMITED,RESEARCH,2015,483276
OPTOCAP LIMITED,RESEARCH,2017,550432
OPTOCAP LIMITED,RESEARCH,2018,1407900
OPTRICAL LIMITED,RESEARCH,2018,175420
OPUS MATERIALS TECHNOLOGIES LTD.,RESEARCH,2017,636435
ORBIT DISCOVERY LTD,RESEARCH,2018,104747
ORE CATAPULT DEVELOPMENT SERVICES LIMITED,RESEARCH,2018,141955
ORE CATAPULT DEVELOPMENT SERVICES LIMITED,EDUCATION,2015,74088
ORTHOX LIMITED,RESEARCH,2015,1493192
ORXA GRID LTD,RESEARCH,2018,184038
OSLER DIAGNOSTICS LIMITED,RESEARCH,2018,955156
OSTARA BIOMEDICAL LIMITED,RESEARCH,2017,562856
OSTIQUE LIMITED,RESEARCH,2018,167063
OVATIONDATA LIMITED,RESEARCH,2018,470514
OVE ARUP & PARTNERS LIMITED,RESEARCH,2015,9167177
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH,2012,299792
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH,2015,70913
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH,2016,258630
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),RESEARCH,2018,144579
OVIVA UK LIMITED,RESEARCH,2018,51738
OVO ENERGY LTD,RESEARCH,2018,3086213
OXBOTICA LIMITED,RESEARCH,2017,8599467
OXBOTICA LIMITED,RESEARCH,2017,196598
OXBOTICA LIMITED,RESEARCH,2018,174611
OXFORD ADVANCED SURFACES LIMITED,RESEARCH,2017,101042
OXFORD BIOMATERIALS LIMITED,EDUCATION,2016,159888
OXFORD BIOMEDICA (UK) LIMITED,RESEARCH,2017,1328892
OXFORD BIOMEDICA (UK) LIMITED,RESEARCH,2018,1995000
OXFORD BIOTRANS LIMITED,RESEARCH,2018,68805
OXFORD BROOKES UNIVERSITY,BUSINESS,2017,391653
OXFORD BROOKES UNIVERSITY,RESEARCH,2015,472200
OXFORD BROOKES UNIVERSITY,RESEARCH,2016,816237
OXFORD BROOKES UNIVERSITY,RESEARCH,2017,1442044
OXFORD BROOKES UNIVERSITY,RESEARCH,2018,2418891
OXFORD BROOKES UNIVERSITY,RESEARCH,2015,94126
OXFORD BROOKES UNIVERSITY,RESEARCH,2017,98212
OXFORD CARESENSE LIMITED,RESEARCH,2018,329893
OXFORD DRUG DESIGN LIMITED,RESEARCH,2017,922203
OXFORD ELECTROMAGNETIC SOLUTIONS LIMITED,RESEARCH,2018,66790
OXFORD EXPRESSION TECHNOLOGIES LIMITED,RESEARCH,2016,275526
OXFORD EXPRESSION TECHNOLOGIES LIMITED,BUSINESS,2018,2000000
OXFORD FIBER LTD,RESEARCH,2018,61695
OXFORD FLOW LIMITED,RESEARCH,2018,105000
OXFORD GENETICS LTD,RESEARCH,2017,1532597
OXFORD HIGHQ LTD,RESEARCH,2018,455258
OXFORD INSTRUMENTS NANOTECHNOLOGY TOOLS LIMITED,RESEARCH,2017,266115
OXFORD LASERS LIMITED,RESEARCH,2017,248072
OXFORD LASERS LIMITED,RESEARCH,2018,1251407
OXFORD MESTAR LIMITED,RESEARCH,2018,396110
OXFORD MESTAR LIMITED,RESEARCH,2018,65306
OXFORD NANOSYSTEMS LTD,RESEARCH,2018,220983
OXFORD NANOSYSTEMS LTD,RESEARCH,2018,65380
OXFORD SPACE SYSTEMS LIMITED,RESEARCH,2017,391840
"OXFORD VACCINE GROUP, UNIVERSITY OF OXFORD",BUSINESS,2017,2991418
OXFORD VR LIMITED,RESEARCH,2018,99514
OXIS ENERGY LIMITED,RESEARCH,2018,4637075
OXIS ENERGY LIMITED,RESEARCH,2018,121465
OXIS ENERGY LIMITED,RESEARCH,2018,498587
OXITEC LIMITED,RESEARCH,2016,218599
OXMET TECHNOLOGIES LIMITED,RESEARCH,2018,566131
OXSENSIS LIMITED,BUSINESS,2014,1223880
OXULAR LIMITED,RESEARCH,2017,690003
OXULAR LIMITED,RESEARCH,2018,128867
OZO INNOVATIONS LIMITED,RESEARCH,2017,590332
P&O FERRIES HOLDINGS LIMITED,RESEARCH,2017,1489614
P. I. BIOSCIENCE LIMITED,RESEARCH,2017,74326
P.A.K. ENGINEERING LIMITED,EDUCATION,2017,91718
P.E. COMPOSITES LIMITED,RESEARCH,2017,497542
P8E LTD,RESEARCH,2017,69040
PALL EUROPE LIMITED,RESEARCH,2017,1437419
PAPUA NEW GUINEA INST OF MED RESEARCH,RESEARCH,2016,3346448
PARAGRAF LIMITED,RESEARCH,2018,69943
PARCELVISION LIMITED,RESEARCH,2018,349986
PARKER HANNIFIN MANUFACTURING (UK) LIMITED,RESEARCH,2017,496384
PARKOPEDIA LIMITED,RESEARCH,2018,1206777
PARKSIDE FLEXIBLES (EUROPE) LIMITED,RESEARCH,2018,135514
PASSIVSYSTEMS LIMITED,RESEARCH,2018,128911
PBS INTERNATIONAL LTD,RESEARCH,2018,60816
PCR BIO SYSTEMS LIMITED,RESEARCH,2017,345940
PECM SYSTEMS LTD,RESEARCH,2018,80231
PELUCID LIMITED,RESEARCH,2017,182746
PENSO CONSULTING LTD,RESEARCH,2017,8197183
PEPSICO INTERNATIONAL LIMITED,RESEARCH,2017,229974
PEPSICO INTERNATIONAL LIMITED,RESEARCH,2015,1175227
PEPTINNOVATE LIMITED,RESEARCH,2018,69914
PERCEPTUAL ROBOTICS LIMITED,RESEARCH,2018,989926
PERFECTUS BIOMED LTD,RESEARCH,2017,70427
PERKINS ENGINES COMPANY LIMITED,RESEARCH,2015,15617112
PERKINS ENGINES COMPANY LIMITED,RESEARCH,2018,2004438
PERLEMAX LIMITED,RESEARCH,2016,779194
PERLEMAX LIMITED,EDUCATION,2016,258261
PERLEMAX LIMITED,RESEARCH,2017,109348
PERLEMAX LIMITED,RESEARCH,2018,87366
PERPETUUM LIMITED,RESEARCH,2018,901222
PERSONALYZE LIMITED,RESEARCH,2018,105465
PERSPECTUM DIAGNOSTICS LTD,RESEARCH,2017,1116603
PERSPECTUM DIAGNOSTICS LTD,EDUCATION,2016,229251
PERVASID LIMITED,RESEARCH,2018,281149
PET TECHNOLOGY LIMITED,RESEARCH,2018,274178
PHAM NGOC THACH UNIVERSITY OF MEDICINE,RESEARCH,2017,148294
PHASE CHANGE MATERIAL PRODUCTS LTD,RESEARCH,2017,973319
PHASE CHANGE MATERIAL PRODUCTS LTD,RESEARCH,2018,365506
PHICO THERAPEUTICS LIMITED,RESEARCH,2018,1390139
PHOENIX SCIENTIFIC INDUSTRIES LIMITED,RESEARCH,2017,1029859
PHOREMOST LIMITED,RESEARCH,2017,1611749
PHOTOCENTRIC LIMITED,RESEARCH,2017,479153
PHOTOCENTRIC LIMITED,RESEARCH,2018,601532
PHOTON ENGINEERS LTD,RESEARCH,2018,293166
PHOTON FORCE LTD,RESEARCH,2017,395189
PHYSIOMICS PLC,RESEARCH,2018,68115
PHYTOFORM LABS LTD,RESEARCH,2018,69773
PICO TECHNOLOGY  LIMITED,RESEARCH,2018,320809
PIG IMPROVEMENT COMPANY UK LIMITED,RESEARCH,2015,475416
PIMLOC LIMITED,RESEARCH,2018,209142
PIRETA LIMITED,RESEARCH,2018,113678
PLANET OCEAN LIMITED,RESEARCH,2018,602590
PLANT INTEGRITY LIMITED,RESEARCH,2016,513703
PLASMA APP LTD.,RESEARCH,2018,370946
PLASTICELL LIMITED,RESEARCH,2015,1303198
PLASTICELL LIMITED,RESEARCH,2017,920438
PLASTICELL LIMITED,RESEARCH,2018,742238
PLATINA BIOMEDICAL TECHNOLOGIES LIMITED,RESEARCH,2018,68195
PLYMOUTH MARINE LABORATORY,EDUCATION,2016,128268
PLYMOUTH MARINE LABORATORY,RESEARCH,2012,357254
PLYMOUTH MARINE LABORATORY,RESEARCH,2014,2007263
PLYMOUTH MARINE LABORATORY,RESEARCH,2015,599840
PLYMOUTH MARINE LABORATORY,RESEARCH,2016,1335127
PLYMOUTH MARINE LABORATORY,RESEARCH,2017,7819352
PLYMOUTH MARINE LABORATORY,RESEARCH,2018,2692921
PM CORPORATION LIMITED(T/A EVERFRESH NATURAL FOODS,RESEARCH,2018,408547
PMW TECHNOLOGY LIMITED,RESEARCH,2017,157179
POINTO RECRUITMENT LIMITED,EDUCATION,2018,47112
POSTAL HERITAGE TRUST,RESEARCH,2018,37674
POSTULATE LTD,RESEARCH,2018,348821
POWER ENABLE SOLUTIONS LIMITED,EDUCATION,2018,144586
POWER ROLL LIMITED,RESEARCH,2018,643983
POWER ROLL LIMITED,RESEARCH,2017,143486
POWER TRANSITION  LTD,RESEARCH,2018,151397
POWERTRAIN R&D LIMITED,RESEARCH,2017,346995
POWERVAULT LTD,RESEARCH,2018,305716
POWERVAULT LTD,RESEARCH,2018,204047
PQSHIELD LTD,RESEARCH,2018,697058
PRAGMATIC PRINTING LIMITED,RESEARCH,2018,69873
PRE CHASM RESEARCH LIMITED,RESEARCH,2018,142132
PRECISION ACOUSTICS LIMITED,RESEARCH,2017,993129
PRECISION DECISIONS LIMITED,RESEARCH,2018,134168
PRECISION VARIONIC INTERNATIONAL LIMITED,RESEARCH,2016,1243871
PREDICTIMMUNE LIMITED,RESEARCH,2018,69820
PRESTON ELECTRIC VEHICLES LTD,RESEARCH,2018,105000
PRINTED ELECTRONICS LIMITED,EDUCATION,2016,52060
PRINTED ELECTRONICS LIMITED,RESEARCH,2018,204383
PRIORITY DIGITAL HEALTH LIMITED,RESEARCH,2018,51004
PRISM NOVA LIMITED,RESEARCH,2017,67461
PRISMA ELECTRONICS (UK) LTD,RESEARCH,2016,504417
PROCARTA BIOSYSTEMS LIMITED,RESEARCH,2018,459354
PROCESS SYSTEMS ENTERPRISE LIMITED,RESEARCH,2018,59786
PROCESS VISION LTD,RESEARCH,2018,642379
PROCESSORS & GROWERS RESEARCH ORGANISATION,RESEARCH,2014,280849
PROCESSORS & GROWERS RESEARCH ORGANISATION,RESEARCH,2018,92248
PRODUCTIV LIMITED,RESEARCH,2017,1059720
PRODUCTIV LIMITED,RESEARCH,2017,699249
PROGNOSTIX LIMITED,RESEARCH,2017,869783
PROJECT ANDIAMO LTD,RESEARCH,2017,958461
PROJECT PROVENANCE LIMITED,RESEARCH,2018,175082
PROKARIUM LIMITED,RESEARCH,2016,374331
PROKARIUM LIMITED,BUSINESS,2016,1035557
PROPELMEE LIMITED,RESEARCH,2018,199526
PROSIG LIMITED,RESEARCH,2017,398941
PROTEIN TECHNOLOGIES LIMITED,RESEARCH,2016,341695
PROVENANCE PARTNERS LIMITED,RESEARCH,2016,550482
PROXIMIE LIMITED,RESEARCH,2018,69924
PROZOMIX LIMITED,RESEARCH,2018,160714
PST SENSORS EUROPE LIMITED,RESEARCH,2018,199854
PSYOMICS LTD,RESEARCH,2017,183723
PSYROS DIAGNOSTICS  LTD,RESEARCH,2018,67772
PUBLIC HEALTH ENGLAND,RESEARCH,2017,273433
PUBLIC HEALTH FOUNDATION OF INDIA,RESEARCH,2015,121403
PUBLIC HEALTH FOUNDATION OF INDIA,RESEARCH,2017,673520
PULSIV SOLAR LIMITED,RESEARCH,2018,113823
PURIDIFY LTD.,RESEARCH,2018,342979
PV3 TECHNOLOGIES LTD,RESEARCH,2017,371210
PVOH POLYMERS LIMITED,RESEARCH,2018,310067
PVOH POLYMERS LIMITED,RESEARCH,2018,93862
PX HEALTHCARE LIMITED,RESEARCH,2018,39857
PYREOS LIMITED,RESEARCH,2017,739567
PYROGUARD UK LIMITED,RESEARCH,2018,384200
Q-BOT LIMITED,RESEARCH,2017,275996
Q-BOT LIMITED,RESEARCH,2018,1118264
Q-BOT LIMITED,RESEARCH,2017,262332
Q-BOT LIMITED,RESEARCH,2018,68156
QBOTS TECHNOLOGIES LTD,RESEARCH,2018,293049
QINETIQ GROUP PLC,RESEARCH,2016,1188880
QINETIQ LIMITED,RESEARCH,2018,948776
QINETIQ LIMITED,EDUCATION,2015,59916
QINETIQ LIMITED,RESEARCH,2017,152125
QIOPTIQ LIMITED,RESEARCH,2018,610804
QMC INSTRUMENTS LIMITED,EDUCATION,2015,119461
QUALITY MILK MANAGEMENT SERVICES LIMITED,RESEARCH,2018,300324
QUANTEMOL LIMITED,EDUCATION,2015,197503
QUANTOPTICON LTD.,RESEARCH,2018,122023
QUAY PHARMACEUTICALS LIMITED,EDUCATION,2015,221093
QUEEN MARGARET UNIVERSITY EDINBURGH,RESEARCH,2016,197099
"QUEEN MARY, UNIVERSITY OF LONDON",EDUCATION,2014,506360
"QUEEN MARY, UNIVERSITY OF LONDON",EDUCATION,2015,1534314
"QUEEN MARY, UNIVERSITY OF LONDON",EDUCATION,2016,1585756
"QUEEN MARY, UNIVERSITY OF LONDON",EDUCATION,2017,3832543
"QUEEN MARY, UNIVERSITY OF LONDON",EDUCATION,2018,4955910
"QUEEN MARY, UNIVERSITY OF LONDON",BUSINESS,2017,150887
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2014,11599320
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2015,13394713
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2016,7399855
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2017,14651980
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2018,17803069
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2011,5029442
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2014,5088854
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2015,2469095
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2016,1607380
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2017,1154647
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH,2018,2876051
QUEEN'S UNIVERSITY OF BELFAST,BUSINESS,2016,4992305
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2016,910348
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2018,139117
QUEEN'S UNIVERSITY OF BELFAST,EDUCATION,2015,675702
QUEEN'S UNIVERSITY OF BELFAST,EDUCATION,2017,413902
QUEEN'S UNIVERSITY OF BELFAST,EDUCATION,2018,1419100
QUEEN'S UNIVERSITY OF BELFAST,BUSINESS,2015,221352
QUEEN'S UNIVERSITY OF BELFAST,BUSINESS,2016,281139
QUEEN'S UNIVERSITY OF BELFAST,BUSINESS,2017,1233350
QUEEN'S UNIVERSITY OF BELFAST,BUSINESS,2018,1817415
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2013,13516542
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2014,3189065
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2015,13387268
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2016,8047110
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2017,22351462
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2018,12797260
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2014,4869036
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2015,1966893
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2016,2471756
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2017,529989
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH,2018,2482098
QXBRANCH LLC,RESEARCH,2017,499985
R E A P SYSTEMS LTD.,RESEARCH,2016,1004645
R-TECH CONSULTANTS LIMITED,RESEARCH,2017,69962
R.E. BOWERS & FREEMAN LIMITED,RESEARCH,2018,376092
RAB MICROFLUIDICS RESEARCH AND DEVELOPMENT COMPANY LIMITED,RESEARCH,2018,128485
RADBOUD UNIVERSITY NIJMEGEN,OTHER GRANT,2017,1204510
RADMOD RESEARCH LTD.,RESEARCH,2018,317982
RAILVIEW LIMITED,RESEARCH,2018,850963
RAM INNOVATIONS LTD,RESEARCH,2017,751276
RANDOX LABORATORIES LIMITED,RESEARCH,2018,727500
RANDOX LABORATORIES LIMITED,RESEARCH,2017,495712
RANPLAN WIRELESS NETWORK DESIGN LTD,RESEARCH,2018,348381
RANPLAN WIRELESS NETWORK DESIGN LTD,EDUCATION,2017,307692
RAPHAELLA DESIGNS,RESEARCH,2018,8414
RAPID POWDERS LIMITED,RESEARCH,2018,166485
RAPITA SYSTEMS LIMITED,EDUCATION,2016,122320
RAWWATER ENGINEERING COMPANY LIMITED,RESEARCH,2018,297534
RAWWATER ENGINEERING COMPANY LIMITED,RESEARCH,2017,699494
RBD HOLDINGS LIMITED,RESEARCH,2018,85717
RCM2 LIMITED,RESEARCH,2018,961604
READING SCIENTIFIC SERVICES LIMITED (ENTITY OF MONDELEZ INTERNATIONAL),RESEARCH,2016,790765
RECYCLING TECHNOLOGIES LTD,RESEARCH,2016,687890
RECYCLING TECHNOLOGIES LTD,RESEARCH,2017,975144
RED CROSS RED CRESCENT CLIMATE CENTRE,RESEARCH,2015,193121
REDBITE SOLUTIONS LTD,RESEARCH,2018,677672
REDBRICK ENTERPRISES LIMITED,RESEARCH,2018,236836
REDWAVE LABS LTD,RESEARCH,2018,101507
REFGAS LIMITED,RESEARCH,2017,646433
RELIABLE DATA SYSTEMS INTERNATIONAL LIMITED,RESEARCH,2018,636715
RELIANCE PRECISION LIMITED,RESEARCH,2017,666383
RENEPHRA LIMITED,RESEARCH,2018,90137
RENEURON LIMITED,RESEARCH,2016,2104240
RENEURON LIMITED,RESEARCH,2017,1766825
RENEURON LIMITED,RESEARCH,2018,1530973
RENEURON LIMITED,RESEARCH,2018,69996
RENEWABLE ADVICE LTD,RESEARCH,2017,1117919
RENISHAW P L C,RESEARCH,2015,778802
RENISHAW P L C,RESEARCH,2017,840093
RENOVO SOUTH ENGINEERING SERVICES LTD,RESEARCH,2017,296563
RERUM CONSULTANCY LIMITED,RESEARCH,2018,68610
RESEARCH COMPLEX AT HARWELL,RESEARCH,2013,1847559
RETINASCAN LIMITED,RESEARCH,2018,787359
RETURN LOADS LLP,RESEARCH,2017,102958
REVIVOCELL LIMITED,RESEARCH,2018,69724
REVOLVE TECHNOLOGIES LIMITED,RESEARCH,2017,857629
REXGENERO LIMITED,RESEARCH,2018,1349001
RFC POWER LIMITED,RESEARCH,2018,219530
RICARDO UK LIMITED,RESEARCH,2018,4838287
RICHMOND DESIGN & MARKETING LIMITED,RESEARCH,2016,856767
RICHMOND DESIGN & MARKETING LIMITED,RESEARCH,2017,1568241
RICHMOND DESIGN & MARKETING LIMITED,RESEARCH,2018,2454004
RIDGEWAY BIOLOGICALS LIMITED,RESEARCH,2015,316891
RINICOM LIMITED,EDUCATION,2016,178730
RIVER LANE RESEARCH LTD,RESEARCH,2018,279838
RIVERSIDE MEDICAL PACKAGING COMPANY LIMITED,RESEARCH,2017,394090
ROBERT BOSCH LIMITED,RESEARCH,2016,3374499
ROBOSCIENTIFIC LIMITED,RESEARCH,2018,68638
ROEHAMPTON UNIVERSITY,RESEARCH,2016,875593
ROEHAMPTON UNIVERSITY,RESEARCH,2017,310553
ROLLS-ROYCE CONTROLS AND DATA SERVICES LIMITED,BUSINESS,2014,4471361
ROLLS-ROYCE CONTROLS AND DATA SERVICES LIMITED,BUSINESS,2016,4485119
ROLLS-ROYCE PLC,BUSINESS,2012,10355245
ROLLS-ROYCE PLC,BUSINESS,2014,6874358
ROLLS-ROYCE PLC,BUSINESS,2016,126611874
ROLLS-ROYCE PLC,BUSINESS,2017,45218517
ROLLS-ROYCE PLC,BUSINESS,2018,52839999
ROLLS-ROYCE PLC,RESEARCH,2015,747302
ROLLS-ROYCE PLC,RESEARCH,2016,3561383
ROLLS-ROYCE PLC,RESEARCH,2018,2578604
