LeadROName,ProjectCategory,year,AwardPounds,ProviderType
BRITISH TRUST FOR ORNITHOLOGY,RESEARCH,2018,127632,COMPANY
BRUNEL UNIVERSITY,EDUCATION,2016,159045,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2013,5699187,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2014,3866425,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2015,12303643,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2016,6324938,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2017,1676776,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2018,2394048,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2014,317949,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2015,413812,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2016,1567520,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2017,826892,UNIVERSITY
BRUNEL UNIVERSITY,RESEARCH,2018,2376445,UNIVERSITY
BRYDEN WOOD TECHNOLOGY LIMITED,RESEARCH,2018,728151,COMPANY
BUFFALOGRID LTD,RESEARCH,2017,266366,COMPANY
BULLION TECH LTD,EDUCATION,2017,319306,COMPANY
BURKARD MANUFACTURING COMPANY LIMITED,RESEARCH,2015,736885,COMPANY
C-CAPTURE LIMITED,RESEARCH,2018,103938,COMPANY
C-TECH INNOVATION LIMITED,RESEARCH,2015,383038,COMPANY
C-TECH INNOVATION LIMITED,RESEARCH,2018,52212,COMPANY
C3 BIO-TECHNOLOGIES LIMITED,RESEARCH,2018,291549,COMPANY
C4 CARBIDES LIMITED,RESEARCH,2018,591713,COMPANY
C4X DISCOVERY LIMITED,RESEARCH,2018,139965,COMPANY
CAB INTERNATIONAL,RESEARCH,2015,256463,COMPANY
CAB INTERNATIONAL,RESEARCH,2016,1211945,COMPANY
CADSCAN LIMITED,RESEARCH,2017,278556,COMPANY
CADSCAN LIMITED,RESEARCH,2018,451908,COMPANY
CADSCAN LIMITED,RESEARCH,2018,164130,COMPANY
CADSCAN LIMITED,RESEARCH,2017,265376,COMPANY
CADSCAN LIMITED,RESEARCH,2018,150192,COMPANY
CAGEN LIMITED,RESEARCH,2018,104633,COMPANY
CAMBIMUNE LIMITED,RESEARCH,2017,244868,COMPANY
CAMBRIDGE BIO-AUGMENTATION SYSTEMS LTD,RESEARCH,2018,647107,COMPANY
CAMBRIDGE CARBON CAPTURE LIMITED,RESEARCH,2017,455592,COMPANY
CAMBRIDGE COGNITION LIMITED,RESEARCH,2017,294283,COMPANY
CAMBRIDGE COGNITION LIMITED,RESEARCH,2018,118761,COMPANY
CAMBRIDGE CRYSTALLOGRAPHIC DATA CENTRE,RESEARCH,2016,96696,COMPANY
CAMBRIDGE DISPLAY TECHNOLOGY LIMITED,RESEARCH,2018,113521,COMPANY
CAMBRIDGE ENVIRONMENTAL RESEARCH CONSULTANTS LIMITED,RESEARCH,2018,263591,COMPANY
CAMBRIDGE GAN DEVICES LIMITED,RESEARCH,2017,306681,COMPANY
CAMBRIDGE GRAPHENE LTD.,RESEARCH,2017,68233,COMPANY
CAMBRIDGE MICROELECTRONICS LTD,RESEARCH,2017,711764,COMPANY
CAMBRIDGE QUANTUM COMPUTING LIMITED,RESEARCH,2018,237138,COMPANY
CAMBRIDGE RESPIRATORY INNOVATIONS LIMITED,RESEARCH,2018,295795,COMPANY
CAMBRIDGE SPARK LIMITED,RESEARCH,2018,416620,COMPANY
CAMENA BIOSCIENCE LIMITED,RESEARCH,2018,1247100,COMPANY
CAMFRIDGE LIMITED,RESEARCH,2016,690323,COMPANY
CAMMELL LAIRD SHIPREPAIRERS & SHIPBUILDERS LIMITED,RESEARCH,2018,1536585,COMPANY
CAMSTECH LIMITED,RESEARCH,2018,100850,COMPANY
CAMSTENT LIMITED,RESEARCH,2018,74448,COMPANY
CAMVERTEC  LIMITED,RESEARCH,2018,68952,COMPANY
CANTERBURY CHRIST CHURCH UNIVERSITY,RESEARCH,2017,202084,UNIVERSITY
CAPACITY BUILDING SUPPORT LIMITED,RESEARCH,2017,961440,COMPANY
CARBONCHAIN.IO LIMITED,RESEARCH,2018,70000,COMPANY
CARDIFF METROPOLITAN UNIVERSITY,RESEARCH,2018,95548,UNIVERSITY
CARDIFF METROPOLITAN UNIVERSITY,EDUCATION,2017,160908,UNIVERSITY
CARDIFF METROPOLITAN UNIVERSITY,BUSINESS,2017,177741,UNIVERSITY
CARDIFF METROPOLITAN UNIVERSITY,RESEARCH,2017,59000,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2018,122251,UNIVERSITY
CARDIFF UNIVERSITY,EDUCATION,2013,909623,UNIVERSITY
CARDIFF UNIVERSITY,EDUCATION,2015,1872895,UNIVERSITY
CARDIFF UNIVERSITY,EDUCATION,2016,1716194,UNIVERSITY
CARDIFF UNIVERSITY,EDUCATION,2017,3220254,UNIVERSITY
CARDIFF UNIVERSITY,EDUCATION,2018,3716849,UNIVERSITY
CARDIFF UNIVERSITY,BUSINESS,2016,507299,UNIVERSITY
CARDIFF UNIVERSITY,BUSINESS,2017,203539,UNIVERSITY
CARDIFF UNIVERSITY,BUSINESS,2018,485135,UNIVERSITY
CARDIFF UNIVERSITY,OTHER GRANT,2016,270340,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2013,7995733,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2014,17823946,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2015,13462041,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2016,31787141,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2017,26520393,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2018,30160815,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2011,14852622,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2014,4996620,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2015,2179991,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2016,2157662,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2017,6648018,UNIVERSITY
CARDIFF UNIVERSITY,RESEARCH,2018,4935381,UNIVERSITY
CARE CITY,RESEARCH,2018,1397367,COMPANY
CARE QUALITY COMMISSION,RESEARCH,2018,494703,COMPANY
CAREWHERE LIMITED,RESEARCH,2017,421548,COMPANY
CARGILL PLC,RESEARCH,2016,307358,COMPANY
CARNAUDMETALBOX ENGINEERING LIMITED,RESEARCH,2018,1828390,COMPANY
CARR REINFORCEMENTS LIMITED,EDUCATION,2017,332622,COMPANY
CASCADE TECHNOLOGIES LIMITED,RESEARCH,2017,324490,COMPANY
CASCADE TECHNOLOGIES LIMITED,RESEARCH,2017,258347,COMPANY
CASTALUM LIMITED,RESEARCH,2018,832335,COMPANY
CAUSEWAY THERAPEUTICS LIMITED,RESEARCH,2018,1442299,COMPANY
CAV ADVANCED TECHNOLOGIES LIMITED,RESEARCH,2016,1158272,COMPANY
CAV ADVANCED TECHNOLOGIES LIMITED,RESEARCH,2017,817403,COMPANY
CAVENDISH NUCLEAR LIMITED,BUSINESS,2018,1398328,COMPANY
CCM RESEARCH LIMITED,RESEARCH,2017,452946,COMPANY
CCM RESEARCH LIMITED,RESEARCH,2017,576024,COMPANY
CDO2 LIMITED,RESEARCH,2018,382845,COMPANY
CELL AND GENE THERAPY CATAPULT,RESEARCH,2017,12000000,COMPANY
CELL AND GENE THERAPY CATAPULT,RESEARCH,2018,2999198,COMPANY
CELL GUIDANCE SYSTEMS LIMITED,RESEARCH,2017,213622,COMPANY
CELL GUIDANCE SYSTEMS LIMITED,EDUCATION,2017,177436,COMPANY
CELL MEDICA LIMITED,RESEARCH,2017,1999652,COMPANY
CELL THERAPY CATAPULT LIMITED,RESEARCH,2018,74700000,COMPANY
CELLESCE LIMITED,RESEARCH,2018,413965,COMPANY
CELLUCOMP LIMITED,RESEARCH,2016,655621,COMPANY
CELLULAR SYSTEMS (GRANTHAM) LIMITED,RESEARCH,2018,75993,COMPANY
CELLULAR THERAPEUTICS LTD,RESEARCH,2017,817769,COMPANY
CELLULAR THERAPEUTICS LTD,RESEARCH,2017,188783,COMPANY
CELLULAR THERAPEUTICS LTD,RESEARCH,2018,67034,COMPANY
CEMEX UK OPERATIONS LIMITED,RESEARCH,2017,290075,COMPANY
CENERGIST LIMITED,RESEARCH,2017,314142,COMPANY
CENSO BIOTECHNOLOGIES LTD,RESEARCH,2017,834609,COMPANY
CENSO BIOTECHNOLOGIES LTD,RESEARCH,2018,69242,COMPANY
CENTAURI THERAPEUTICS LIMITED,RESEARCH,2017,945039,COMPANY
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH,2013,1171890,COMPANY
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH,2014,581489,COMPANY
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH,2017,203259,COMPANY
CENTRE FOR ENV FISHERIES AQUA SCI CEFAS,RESEARCH,2018,274343,COMPANY
CENTRE FOR INNOVATION EXCELLENCE IN LIVESTOCK,RESEARCH,2017,610000,COMPANY
CENTRE FOR PROCESS INNOVATION LIMITED,RESEARCH,2018,13000000,COMPANY
CENTRE FOR PROCESS INNOVATION LIMITED,RESEARCH,2015,1053790,COMPANY
CENTRE FOR PROCESS INNOVATION LIMITED,RESEARCH,2016,427977,COMPANY
CENTRE FOR PROCESS INNOVATION LIMITED,RESEARCH,2017,817242,COMPANY
CERES POWER LIMITED,RESEARCH,2016,772292,COMPANY
CERES POWER LIMITED,RESEARCH,2017,816950,COMPANY
CERYX MEDICAL LIMITED,RESEARCH,2018,104160,COMPANY
CFMS SERVICES LIMITED,RESEARCH,2016,2110008,COMPANY
CGA SIMULATION LIMITED,RESEARCH,2018,746318,COMPANY
CHAIN BIOTECHNOLOGY LIMITED,RESEARCH,2017,553921,COMPANY
CHAIN BIOTECHNOLOGY LIMITED,RESEARCH,2018,69976,COMPANY
CHAPMAN VENTILATION LIMITED,EDUCATION,2017,117620,COMPANY
CHELSEA TECHNOLOGIES GROUP LTD,RESEARCH,2018,74043,COMPANY
CHERRY VALLEY FARMS LIMITED,RESEARCH,2018,658743,COMPANY
CHIARO TECHNOLOGY LIMITED,RESEARCH,2017,419682,COMPANY
CHROMACITY LIMITED,RESEARCH,2018,213421,COMPANY
CHROMITION LIMITED,RESEARCH,2017,378650,COMPANY
CHROMOSOL LIMITED,RESEARCH,2018,104674,COMPANY
CHRONOS TECHNOLOGY LIMITED,RESEARCH,2017,366370,COMPANY
CHRONOS TECHNOLOGY LIMITED,RESEARCH,2018,194829,COMPANY
CHRONOS TECHNOLOGY LIMITED,RESEARCH,2017,339789,COMPANY
CHRONOS THERAPEUTICS LIMITED,RESEARCH,2016,599596,COMPANY
CIELIVESTOCK LIMITED,RESEARCH,2016,29126876,COMPANY
CIELIVESTOCK LIMITED,RESEARCH,2017,276587,COMPANY
CIEVERT LTD,RESEARCH,2018,52016,COMPANY
CIP TECHNOLOGY LTD,RESEARCH,2018,244061,COMPANY
CIPHER SURGICAL LIMITED,RESEARCH,2017,244344,COMPANY
CIRAD,RESEARCH,2015,151872,COMPANY
CISCO INTERNATIONAL LIMITED,RESEARCH,2017,983921,COMPANY
CISCO INTERNATIONAL LIMITED,RESEARCH,2018,4675582,COMPANY
CITI LOGIK LIMITED,RESEARCH,2017,451589,COMPANY
CITY SCIENCE CORPORATION LIMITED,RESEARCH,2018,700866,COMPANY
CITY SCIENCE CORPORATION LIMITED,RESEARCH,2018,596442,COMPANY
CITY UNIVERSITY LONDON,RESEARCH,2017,849396,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2018,594523,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2015,416390,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2016,2326341,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2017,3065037,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2018,500336,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2011,85141,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2015,75418,UNIVERSITY
CITY UNIVERSITY LONDON,RESEARCH,2018,641985,UNIVERSITY
CIVIL AVIATION AUTHORITY,RESEARCH,2018,984007,COMPANY
CJR PROPULSION LIMITED,RESEARCH,2014,294510,COMPANY
CLARITY BIOSOLUTIONS LIMITED,RESEARCH,2018,406267,COMPANY
CLARITY BIOSOLUTIONS LIMITED,RESEARCH,2017,84437,COMPANY
CLARITY BIOSOLUTIONS LIMITED,RESEARCH,2018,294544,COMPANY
CLEVER SWEETS LIMITED,RESEARCH,2018,69467,COMPANY
CLINICAGENO LIMITED,EDUCATION,2015,287068,COMPANY
CLOUD MADE LIMITED,RESEARCH,2018,167358,COMPANY
CLOUDNC LTD,RESEARCH,2018,488148,COMPANY
CN BIO INNOVATIONS LIMITED,RESEARCH,2017,341988,COMPANY
CNG FUELS LTD,RESEARCH,2017,1959841,COMPANY
CNH INDUSTRIAL N.V.,RESEARCH,2017,9090066,COMPANY
CNR SERVICES INTERNATIONAL LIMITED,RESEARCH,2018,69038,COMPANY
CNRS - DELEGATION MIDI-PYRENEES,RESEARCH,2015,172282,COMPANY
CO2I LTD,RESEARCH,2017,271718,COMPANY
COBRA BIOLOGICS LIMITED,RESEARCH,2016,1403616,COMPANY
COBRA BIOLOGICS LIMITED,RESEARCH,2017,1906751,COMPANY
COBRA BIOLOGICS LIMITED,RESEARCH,2018,59849,COMPANY
COCONTROL LTD,RESEARCH,2018,68521,COMPANY
COG-NEURO SPEECH THERAPY LIMITED,RESEARCH,2018,55535,COMPANY
COGNITIV+ LTD,RESEARCH,2018,404395,COMPANY
COGNIZANT BUSINESS SERVICES UK LIMITED,RESEARCH,2018,125009,COMPANY
COHESION MEDICAL LTD.,RESEARCH,2018,139743,COMPANY
COLDQUANTA UK LIMITED,RESEARCH,2018,180382,COMPANY
COLIN MEAR ENGINEERING LIMITED,RESEARCH,2017,106460,COMPANY
COMPACT CRYOGENICS,RESEARCH,2018,91908,COMPANY
COMPASS OPTICS LIMITED,BUSINESS,2017,39125,COMPANY
COMPOSITES EVOLUTION LIMITED,RESEARCH,2018,373108,COMPANY
COMPOSITES EVOLUTION LIMITED,RESEARCH,2018,150088,COMPANY
COMPOUND SEMICONDUCTOR CENTRE LIMITED,RESEARCH,2017,1139343,COMPANY
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,RESEARCH,2017,1002782,COMPANY
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,RESEARCH,2018,732893,COMPANY
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,EDUCATION,2017,272558,COMPANY
COMPOUND SEMICONDUCTOR TECHNOLOGIES GLOBAL LIMITED,RESEARCH,2017,387897,COMPANY
CONGENICA LTD,RESEARCH,2018,407013,COMPANY
CONNECTED DIGITAL ECONOMY CATAPULT,RESEARCH,2018,910755,COMPANY
CONSTELLIUM UK LIMITED,RESEARCH,2018,1928201,COMPANY
CONTAMAC LIMITED,RESEARCH,2016,389640,COMPANY
CORPORATE RISK ASSOCIATES LIMITED,RESEARCH,2018,69858,COMPANY
CORPORATION POP LTD,RESEARCH,2018,467359,COMPANY
CORROSION RADAR LIMITED,RESEARCH,2018,252522,COMPANY
CORROSION RADAR LIMITED,RESEARCH,2018,180788,COMPANY
CORTEXICA VISION SYSTEMS LIMITED,RESEARCH,2018,679251,COMPANY
CORTIRIO LIMITED,RESEARCH,2018,147164,COMPANY
COSTAIN LIMITED,RESEARCH,2017,389039,COMPANY
COSWORTH LIMITED,RESEARCH,2017,461632,COMPANY
COUNCIL FOR SCI AND INDUSTRIAL RES,RESEARCH,2015,224491,COMPANY
COVENTRY CITY COUNCIL,RESEARCH,2017,79200000,COMPANY
COVENTRY UNIVERSITY,RESEARCH,2018,305554,UNIVERSITY
COVENTRY UNIVERSITY,RESEARCH,2018,176264,UNIVERSITY
COVENTRY UNIVERSITY,EDUCATION,2015,6953160,UNIVERSITY
COVENTRY UNIVERSITY,BUSINESS,2017,209514,UNIVERSITY
COVENTRY UNIVERSITY,BUSINESS,2018,529993,UNIVERSITY
COVENTRY UNIVERSITY,RESEARCH,2013,669208,UNIVERSITY
COVENTRY UNIVERSITY,RESEARCH,2016,257772,UNIVERSITY
COVENTRY UNIVERSITY,RESEARCH,2017,1744173,UNIVERSITY
COVENTRY UNIVERSITY,RESEARCH,2018,1024419,UNIVERSITY
COVERIS FLEXIBLES (GAINSBOROUGH) UK LIMITED,RESEARCH,2018,594895,COMPANY
CRAFT PROSPECT LTD,RESEARCH,2018,52372,COMPANY
CRAFTSMAN TOOLS LIMITED,RESEARCH,2017,78479,COMPANY
CRANFIELD UNIVERSITY,BUSINESS,2015,136069,UNIVERSITY
CRANFIELD UNIVERSITY,BUSINESS,2016,327394,UNIVERSITY
CRANFIELD UNIVERSITY,BUSINESS,2017,68235,UNIVERSITY
CRANFIELD UNIVERSITY,BUSINESS,2018,352264,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2013,347041,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2014,631014,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2015,6014064,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2016,3094369,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2017,13409916,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2018,12359623,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2014,8371588,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2015,322680,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2016,1663570,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2017,845684,UNIVERSITY
CRANFIELD UNIVERSITY,RESEARCH,2018,1584779,UNIVERSITY
CREATE TECHNOLOGIES LIMITED,RESEARCH,2018,69186,COMPANY
CREATE TECHNOLOGIES LIMITED,BUSINESS,2018,1500000,COMPANY
CREDIT DATA RESEARCH LIMITED,RESEARCH,2017,82038,COMPANY
CREDIT VISION LIMITED,RESEARCH,2016,247230,COMPANY
CRODA EUROPE LIMITED,RESEARCH,2017,350179,COMPANY
CRODA EUROPE LIMITED,EDUCATION,2016,65217,COMPANY
CROFT ADDITIVE MANUFACTURING LTD,RESEARCH,2017,115188,COMPANY
CROP HEALTH AND PROTECTION LIMITED,RESEARCH,2016,17987605,COMPANY
CROP INNOVATIONS,RESEARCH,2017,323090,COMPANY
CROP INTELLECT LTD,RESEARCH,2017,67270,COMPANY
CROP-INNOVATIONS,RESEARCH,2017,269598,COMPANY
CROWD DYNAMICS INTERNATIONAL LIMITED,RESEARCH,2018,123247,COMPANY
CROWN PACKAGING MANUFACTURING UK LIMITED,RESEARCH,2015,701608,COMPANY
CROWN PACKAGING MANUFACTURING UK LIMITED,RESEARCH,2017,561322,COMPANY
CROWN PACKAGING MANUFACTURING UK LIMITED,RESEARCH,2017,250598,COMPANY
CRYOGATT SYSTEMS LIMITED,RESEARCH,2018,1098923,COMPANY
CRYPTA LABS LIMITED,RESEARCH,2018,113913,COMPANY
CRYSTEC LIMITED,RESEARCH,2017,723588,COMPANY
CSCOUT LTD,RESEARCH,2017,391603,COMPANY
CT ENGINEERING GROUP UK LTD,RESEARCH,2018,192944,COMPANY
CUBIC TRANSPORTATION SYSTEMS LIMITED,RESEARCH,2017,280413,COMPANY
CUMMINS LTD.,RESEARCH,2018,1860090,COMPANY
CURATIO INTERNATIONAL FOUNDATION,RESEARCH,2017,684401,COMPANY
CURTIS ANALYTICS LIMITED,RESEARCH,2018,365499,COMPANY
CUSH HEALTH LTD,RESEARCH,2018,38079,COMPANY
CUSTOMEM LTD,RESEARCH,2017,69800,COMPANY
CUTE CIRCUIT LTD,RESEARCH,2018,41759,COMPANY
CYANETICS LTD.,RESEARCH,2018,217328,COMPANY
CYBER-WELD LIMITED,RESEARCH,2018,645496,COMPANY
CYBORN  LIMITED,RESEARCH,2018,177212,COMPANY
CYBULA LIMITED,RESEARCH,2017,578966,COMPANY
CYBULA LIMITED,RESEARCH,2018,69860,COMPANY
CYNATION LIMITED,RESEARCH,2017,172156,COMPANY
CYTECOM LTD,EDUCATION,2018,229003,COMPANY
CYTOSEEK LIMITED,RESEARCH,2018,96344,COMPANY
CYTOX LIMITED,RESEARCH,2018,804810,COMPANY
D.W. WINDSOR LIMITED,RESEARCH,2018,660057,COMPANY
DASHBOARD LIMITED,RESEARCH,2018,678703,COMPANY
DASIC INTERNATIONAL LIMITED,RESEARCH,2018,75000,COMPANY
DATASAT COMMUNICATIONS LIMITED,RESEARCH,2018,1251250,COMPANY
DAVYMARKHAM LIMITED,RESEARCH,2017,671751,COMPANY
DAYSIX LTD,RESEARCH,2018,359674,COMPANY
DE MONTFORT UNIVERSITY,RESEARCH,2018,69730,UNIVERSITY
DE MONTFORT UNIVERSITY,BUSINESS,2015,106504,UNIVERSITY
DE MONTFORT UNIVERSITY,BUSINESS,2018,166333,UNIVERSITY
DE MONTFORT UNIVERSITY,RESEARCH,2016,44044,UNIVERSITY
DE MONTFORT UNIVERSITY,RESEARCH,2017,1051526,UNIVERSITY
DE MONTFORT UNIVERSITY,RESEARCH,2018,795538,UNIVERSITY
DEARMAN ENGINE COMPANY LIMITED,RESEARCH,2016,6311534,COMPANY
DEARMAN ENGINE COMPANY LIMITED,RESEARCH,2018,1047373,COMPANY
DELFT UNIVERSITY OF TECHNOLOGY,RESEARCH,2018,40802,UNIVERSITY
DELTA DIAGNOSTICS (UK) LTD,EDUCATION,2016,211754,COMPANY
DELTA MOTORSPORT LIMITED,RESEARCH,2018,10775187,COMPANY
DEM DX LIMITED,RESEARCH,2018,457758,COMPANY
DEMURIS LIMITED,RESEARCH,2018,204398,COMPANY
DEOS CONSULTANCY LIMITED,RESEARCH,2017,201616,COMPANY
DEREGALLERA LTD,RESEARCH,2018,323507,COMPANY
DESIGN BURO  LIMITED,RESEARCH,2015,549277,COMPANY
DESIGN LED PRODUCTS LIMITED,RESEARCH,2018,187232,COMPANY
DESIGN LED PRODUCTS LIMITED,RESEARCH,2018,189610,COMPANY
DEVRO PLC,RESEARCH,2016,674275,COMPANY
DIAGNOSTICS FOR THE REAL WORLD (EUROPE) LIMITED,RESEARCH,2017,948115,COMPANY
DIAGNOSTIG LTD,RESEARCH,2018,83896,COMPANY
DIAMOND LIGHT SOURCE,RESEARCH,2014,195092,COMPANY
DIAMOND LIGHT SOURCE,RESEARCH,2015,607261,COMPANY
DIAMOND LIGHT SOURCE,RESEARCH,2016,465599,COMPANY
DIAMOND LIGHT SOURCE,RESEARCH,2017,4154803,COMPANY
DIAMOND PHOTOFOIL LTD,RESEARCH,2018,69618,COMPANY
DICE INDUSTRIES LIMITED,RESEARCH,2017,775721,COMPANY
DIETARY ASSESSMENT LTD,RESEARCH,2018,57016,COMPANY
DIGITAL CATAPULT,RESEARCH,2015,400000,COMPANY
DIGITAL CATAPULT,RESEARCH,2018,59751580,COMPANY
DIMENSIONAL IMAGING LIMITED,RESEARCH,2017,134281,COMPANY
DIREK LTD,RESEARCH,2018,570148,COMPANY
DISCUVA LIMITED,RESEARCH,2017,1050000,COMPANY
DISULFICAN LIMITED,RESEARCH,2018,237082,COMPANY
DITHEN LIMITED,RESEARCH,2017,307997,COMPANY
DJS ANTIBODIES LTD,RESEARCH,2017,682149,COMPANY
DMG MORI UK LIMITED,RESEARCH,2018,1486438,COMPANY
DOCTOR FLINT LIMITED,RESEARCH,2018,52500,COMPANY
DOMAINEX LIMITED,RESEARCH,2018,118317,COMPANY
DONCASTERS LIMITED,RESEARCH,2018,704454,COMPANY
DOOSAN BABCOCK LIMITED,RESEARCH,2016,637769,COMPANY
DOYE MOSSE PRODUCTIONS  LTD,RESEARCH,2018,43568,COMPANY
DRISCOLL'S GENETICS LIMITED,RESEARCH,2017,596051,COMPANY
DUCKDUCK LTD,RESEARCH,2018,143928,COMPANY
DUKE KUNSHAN UNIVERSITY,RESEARCH,2016,505839,UNIVERSITY
DUNBIA (NORTHERN IRELAND),RESEARCH,2017,810912,COMPANY
DUNBIA (WALES),RESEARCH,2015,564838,COMPANY
DURHAM UNIVERSITY,EDUCATION,2013,406340,UNIVERSITY
DURHAM UNIVERSITY,EDUCATION,2014,1047711,UNIVERSITY
DURHAM UNIVERSITY,EDUCATION,2016,918657,UNIVERSITY
DURHAM UNIVERSITY,EDUCATION,2017,852126,UNIVERSITY
DURHAM UNIVERSITY,EDUCATION,2018,2266746,UNIVERSITY
DURHAM UNIVERSITY,BUSINESS,2016,256199,UNIVERSITY
DURHAM UNIVERSITY,BUSINESS,2017,440011,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2012,1952719,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2013,4559316,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2014,4654351,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2015,6383246,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2016,18684952,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2017,36856905,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2018,17339309,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2011,11660450,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2013,617832,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2014,12534318,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2015,3747266,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2016,2193927,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2017,6245949,UNIVERSITY
DURHAM UNIVERSITY,RESEARCH,2018,3792666,UNIVERSITY
DYCOTEC MATERIALS LTD,EDUCATION,2018,258938,COMPANY
DYNAMIC VISION SYSTEMS LIMITED,RESEARCH,2018,104244,COMPANY
DYNEX SEMICONDUCTOR LIMITED,RESEARCH,2018,518662,COMPANY
DYNEX SEMICONDUCTOR LIMITED,RESEARCH,2017,577001,COMPANY
DYNISMO LTD,RESEARCH,2018,67125,COMPANY
DYNNIQ UK LIMITED,RESEARCH,2017,916894,COMPANY
DZP TECHNOLOGIES LIMITED,RESEARCH,2017,178412,COMPANY
E-BREATHE LTD.,RESEARCH,2018,139719,COMPANY
E-CAR CLUB LTD,RESEARCH,2016,568410,COMPANY
E-CAR CLUB LTD,RESEARCH,2018,86626,COMPANY
E2V TECHNOLOGIES PLC,RESEARCH,2018,181041,COMPANY
EAGLE GENOMICS LIMITED,RESEARCH,2018,1668588,COMPANY
EAGLE GENOMICS LIMITED,RESEARCH,2017,577080,COMPANY
EARLHAM INSTITUTE,RESEARCH,2016,1826872,COMPANY
EARLHAM INSTITUTE,RESEARCH,2017,6628378,COMPANY
EARLHAM INSTITUTE,RESEARCH,2018,775367,COMPANY
EARLHAM INSTITUTE,RESEARCH,2015,95042,COMPANY
EARLHAM INSTITUTE,RESEARCH,2018,198068,COMPANY
EARTEX LTD,RESEARCH,2018,321500,COMPANY
EARTH-I LTD,RESEARCH,2018,612859,COMPANY
EAST MALLING SERVICES LTD.,RESEARCH,2015,294377,COMPANY
EASTERN WASTE DISPOSAL LIMITED,RESEARCH,2017,501938,COMPANY
ECHION TECHNOLOGIES LTD,RESEARCH,2018,1004522,COMPANY
ECONOTHERM (UK) LIMITED,RESEARCH,2016,258110,COMPANY
ECOSPRAY LIMITED,RESEARCH,2015,253781,COMPANY
EDCTP,RESEARCH,2016,2163637,COMPANY
EDF ENERGY R&D UK CENTRE LIMITED,RESEARCH,2018,3046785,COMPANY
