LeadROName,ProjectCategory,year,Region,AwardPounds
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH GRANT,2017,LONDON,14651980.0
"QUEEN MARY, UNIVERSITY OF LONDON",RESEARCH GRANT,2018,LONDON,17803069.0
"QUEEN MARY, UNIVERSITY OF LONDON",TRAINING GRANT,2011,LONDON,5029442.0
"QUEEN MARY, UNIVERSITY OF LONDON",TRAINING GRANT,2014,LONDON,5088854.0
"QUEEN MARY, UNIVERSITY OF LONDON",TRAINING GRANT,2015,LONDON,2469095.0
"QUEEN MARY, UNIVERSITY OF LONDON",TRAINING GRANT,2016,LONDON,1607380.0
"QUEEN MARY, UNIVERSITY OF LONDON",TRAINING GRANT,2017,LONDON,1154647.0
"QUEEN MARY, UNIVERSITY OF LONDON",TRAINING GRANT,2018,LONDON,2876051.0
QUEEN'S UNIVERSITY OF BELFAST,BIS-FUNDED PROGRAMMES,2016,NORTHERN IRELAND,4992305.0
QUEEN'S UNIVERSITY OF BELFAST,COLLABORATIVE R&D,2016,NORTHERN IRELAND,910348.0
QUEEN'S UNIVERSITY OF BELFAST,CRD,2018,NORTHERN IRELAND,139117.0
QUEEN'S UNIVERSITY OF BELFAST,FELLOWSHIP,2015,NORTHERN IRELAND,675702.0
QUEEN'S UNIVERSITY OF BELFAST,FELLOWSHIP,2017,NORTHERN IRELAND,413902.0
QUEEN'S UNIVERSITY OF BELFAST,FELLOWSHIP,2018,NORTHERN IRELAND,1419100.0
QUEEN'S UNIVERSITY OF BELFAST,KNOWLEDGE TRANSFER PARTNERSHIP,2015,NORTHERN IRELAND,221352.0
QUEEN'S UNIVERSITY OF BELFAST,KNOWLEDGE TRANSFER PARTNERSHIP,2016,NORTHERN IRELAND,281139.0
QUEEN'S UNIVERSITY OF BELFAST,KNOWLEDGE TRANSFER PARTNERSHIP,2017,NORTHERN IRELAND,1233350.0
QUEEN'S UNIVERSITY OF BELFAST,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTHERN IRELAND,1817415.0
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH GRANT,2013,NORTHERN IRELAND,13516542.0
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH GRANT,2014,NORTHERN IRELAND,3189065.0
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH GRANT,2015,NORTHERN IRELAND,13387268.0
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH GRANT,2016,NORTHERN IRELAND,8047110.0
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH GRANT,2017,NORTHERN IRELAND,22351462.0
QUEEN'S UNIVERSITY OF BELFAST,RESEARCH GRANT,2018,NORTHERN IRELAND,12797260.0
QUEEN'S UNIVERSITY OF BELFAST,TRAINING GRANT,2014,NORTHERN IRELAND,4869036.0
QUEEN'S UNIVERSITY OF BELFAST,TRAINING GRANT,2015,NORTHERN IRELAND,1966893.0
QUEEN'S UNIVERSITY OF BELFAST,TRAINING GRANT,2016,NORTHERN IRELAND,2471756.0
QUEEN'S UNIVERSITY OF BELFAST,TRAINING GRANT,2017,NORTHERN IRELAND,529989.0
QUEEN'S UNIVERSITY OF BELFAST,TRAINING GRANT,2018,NORTHERN IRELAND,2482098.0
QXBRANCH LLC,COLLABORATIVE R&D,2017,UNKNOWN,499985.0
R E A P SYSTEMS LTD.,COLLABORATIVE R&D,2016,SOUTH EAST,1004645.0
R-TECH CONSULTANTS LIMITED,FEASIBILITY STUDIES,2017,WALES,69962.0
R.E. BOWERS & FREEMAN LIMITED,CRD,2018,EAST MIDLANDS,376092.0
RAB MICROFLUIDICS RESEARCH AND DEVELOPMENT COMPANY LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,128485.0
RADBOUD UNIVERSITY NIJMEGEN,OTHER GRANT,2017,UNKNOWN,1204510.0
RADMOD RESEARCH LTD.,COLLABORATIVE R&D,2018,UNKNOWN,317982.0
RAILVIEW LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,850963.0
RAM INNOVATIONS LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,751276.0
RANDOX LABORATORIES LIMITED,CRD,2018,NORTHERN IRELAND,727500.0
RANDOX LABORATORIES LIMITED,FEASIBILITY STUDIES,2017,NORTHERN IRELAND,495712.0
RANPLAN WIRELESS NETWORK DESIGN LTD,COLLABORATIVE R&D,2018,EAST OF ENGLAND,348381.0
RANPLAN WIRELESS NETWORK DESIGN LTD,EU-FUNDED,2017,EAST OF ENGLAND,307692.0
RAPHAELLA DESIGNS,COLLABORATIVE R&D,2018,UNKNOWN,8414.0
RAPID POWDERS LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,166485.0
RAPITA SYSTEMS LIMITED,EU-FUNDED,2016,YORKSHIRE AND THE HUMBER,122320.0
RAWWATER ENGINEERING COMPANY LIMITED,COLLABORATIVE R&D,2018,NORTH WEST,297534.0
RAWWATER ENGINEERING COMPANY LIMITED,FEASIBILITY STUDIES,2017,NORTH WEST,699494.0
RBD HOLDINGS LIMITED,CRD,2018,UNKNOWN,85717.0
RCM2 LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,961604.0
READING SCIENTIFIC SERVICES LIMITED (ENTITY OF MONDELEZ INTERNATIONAL),COLLABORATIVE R&D,2016,LONDON,790765.0
RECYCLING TECHNOLOGIES LTD,COLLABORATIVE R&D,2016,SOUTH WEST,687890.0
RECYCLING TECHNOLOGIES LTD,COLLABORATIVE R&D,2017,SOUTH WEST,975144.0
RED CROSS RED CRESCENT CLIMATE CENTRE,RESEARCH GRANT,2015,OUTSIDE UK,193121.0
REDBITE SOLUTIONS LTD,COLLABORATIVE R&D,2018,EAST OF ENGLAND,677672.0
REDBRICK ENTERPRISES LIMITED,CRD,2018,UNKNOWN,236836.0
REDWAVE LABS LTD,COLLABORATIVE R&D,2018,SOUTH EAST,101507.0
REFGAS LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,646433.0
RELIABLE DATA SYSTEMS INTERNATIONAL LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,636715.0
RELIANCE PRECISION LIMITED,COLLABORATIVE R&D,2017,YORKSHIRE AND THE HUMBER,666383.0
RENEPHRA LIMITED,FEASIBILITY STUDIES,2018,NORTH WEST,90137.0
RENEURON LIMITED,COLLABORATIVE R&D,2016,UNKNOWN,2104240.0
RENEURON LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,1766825.0
RENEURON LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1530973.0
RENEURON LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69996.0
RENEWABLE ADVICE LTD,COLLABORATIVE R&D,2017,SOUTH EAST,1117919.0
RENISHAW P L C,COLLABORATIVE R&D,2015,SOUTH WEST,778802.0
RENISHAW P L C,COLLABORATIVE R&D,2017,SOUTH WEST,840093.0
RENOVO SOUTH ENGINEERING SERVICES LTD,COLLABORATIVE R&D,2017,SOUTH WEST,296563.0
RERUM CONSULTANCY LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,68610.0
RESEARCH COMPLEX AT HARWELL,RESEARCH GRANT,2013,SOUTH EAST,1847559.0
RETINASCAN LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,787359.0
RETURN LOADS LLP,COLLABORATIVE R&D,2017,LONDON,102958.0
REVIVOCELL LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69724.0
REVOLVE TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,857629.0
REXGENERO LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1349001.0
RFC POWER LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,219530.0
RICARDO UK LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,4838287.0
RICHMOND DESIGN & MARKETING LIMITED,COLLABORATIVE R&D,2016,WEST MIDLANDS,856767.0
RICHMOND DESIGN & MARKETING LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,1568241.0
RICHMOND DESIGN & MARKETING LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,2454004.0
RIDGEWAY BIOLOGICALS LIMITED,COLLABORATIVE R&D,2015,SOUTH EAST,316891.0
RINICOM LIMITED,EU-FUNDED,2016,SOUTH EAST,178730.0
RIVER LANE RESEARCH LTD,COLLABORATIVE R&D,2018,UNKNOWN,279838.0
RIVERSIDE MEDICAL PACKAGING COMPANY LIMITED,FEASIBILITY STUDIES,2017,EAST MIDLANDS,394090.0
ROBERT BOSCH LIMITED,COLLABORATIVE R&D,2016,SCOTLAND,3374499.0
ROBOSCIENTIFIC LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,68638.0
ROEHAMPTON UNIVERSITY,RESEARCH GRANT,2016,LONDON,875593.0
ROEHAMPTON UNIVERSITY,RESEARCH GRANT,2017,LONDON,310553.0
ROLLS-ROYCE CONTROLS AND DATA SERVICES LIMITED,BIS-FUNDED PROGRAMMES,2014,EAST MIDLANDS,4471361.0
ROLLS-ROYCE CONTROLS AND DATA SERVICES LIMITED,BIS-FUNDED PROGRAMMES,2016,EAST MIDLANDS,4485119.0
ROLLS-ROYCE PLC,BIS-FUNDED PROGRAMMES,2012,LONDON,10355245.0
ROLLS-ROYCE PLC,BIS-FUNDED PROGRAMMES,2014,LONDON,6874358.0
ROLLS-ROYCE PLC,BIS-FUNDED PROGRAMMES,2016,LONDON,126611874.0
ROLLS-ROYCE PLC,BIS-FUNDED PROGRAMMES,2017,LONDON,45218517.0
ROLLS-ROYCE PLC,BIS-FUNDED PROGRAMMES,2018,LONDON,52839999.0
ROLLS-ROYCE PLC,COLLABORATIVE R&D,2015,LONDON,747302.0
ROLLS-ROYCE PLC,COLLABORATIVE R&D,2016,LONDON,3561383.0
ROLLS-ROYCE PLC,COLLABORATIVE R&D,2018,LONDON,2578604.0
ROLLS-ROYCE PLC,CRD,2018,LONDON,63653766.0
ROLLS-ROYCE PLC,FEASIBILITY STUDIES,2018,LONDON,246037.0
ROMAN CONSTRUCTION PRODUCTS LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,45743.0
ROMAX TECHNOLOGY LTD.,COLLABORATIVE R&D,2018,EAST MIDLANDS,1866109.0
ROOM FOR HELP LTD,COLLABORATIVE R&D,2018,UNKNOWN,8414.0
ROSLIN CELL THERAPIES LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,869740.0
ROTHAMSTED RESEARCH,FELLOWSHIP,2016,EAST OF ENGLAND,338371.0
ROTHAMSTED RESEARCH,KNOWLEDGE TRANSFER PARTNERSHIP,2016,EAST OF ENGLAND,146859.0
ROTHAMSTED RESEARCH,RESEARCH GRANT,2014,EAST OF ENGLAND,314391.0
ROTHAMSTED RESEARCH,RESEARCH GRANT,2015,EAST OF ENGLAND,3918415.0
ROTHAMSTED RESEARCH,RESEARCH GRANT,2016,EAST OF ENGLAND,12320329.0
ROTHAMSTED RESEARCH,RESEARCH GRANT,2017,EAST OF ENGLAND,2319634.0
ROTHAMSTED RESEARCH,RESEARCH GRANT,2018,EAST OF ENGLAND,2950918.0
ROTHAMSTED RESEARCH,TRAINING GRANT,2015,EAST OF ENGLAND,190084.0
ROTOR DESIGN SOLUTIONS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,46457.0
ROUND MIDNIGHT LTD,CRD,2018,UNKNOWN,35796.0
ROUTE MONKEY LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,651435.0
ROVCO LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,140469.0
ROYAL ASTRONOMICAL SOCIETY,RESEARCH GRANT,2018,UNKNOWN,15000.0
ROYAL BOTANIC GARDENS EDINBURGH,RESEARCH GRANT,2016,SCOTLAND,457037.0
ROYAL BOTANIC GARDENS KEW,RESEARCH GRANT,2015,LONDON,249737.0
ROYAL BOTANIC GARDENS KEW,RESEARCH GRANT,2017,LONDON,606611.0
ROYAL BOTANIC GARDENS KEW,RESEARCH GRANT,2018,LONDON,1105379.0
ROYAL CENTRAL SCH OF SPEECH AND DRAMA,RESEARCH GRANT,2018,LONDON,575530.0
ROYAL COLLEGE OF ART,FELLOWSHIP,2018,LONDON,404099.0
ROYAL COLLEGE OF ART,RESEARCH GRANT,2014,LONDON,1673747.0
ROYAL COLLEGE OF ART,RESEARCH GRANT,2016,LONDON,351879.0
ROYAL COLLEGE OF ART,RESEARCH GRANT,2018,LONDON,226456.0
ROYAL COLLEGE OF MUSIC,RESEARCH GRANT,2017,LONDON,35409.0
ROYAL COLLEGE OF MUSIC,RESEARCH GRANT,2018,LONDON,809096.0
ROYAL CONSERVATOIRE OF SCOTLAND,RESEARCH GRANT,2017,SCOTLAND,24162.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",FELLOWSHIP,2016,SOUTH EAST,975155.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",FELLOWSHIP,2017,SOUTH EAST,163470.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",FELLOWSHIP,2018,SOUTH EAST,229350.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",RESEARCH GRANT,2013,SOUTH EAST,248800.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",RESEARCH GRANT,2014,SOUTH EAST,747776.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",RESEARCH GRANT,2015,SOUTH EAST,3574085.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",RESEARCH GRANT,2016,SOUTH EAST,4754133.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",RESEARCH GRANT,2017,SOUTH EAST,6626638.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",RESEARCH GRANT,2018,SOUTH EAST,13065047.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",TRAINING GRANT,2013,SOUTH EAST,3793545.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",TRAINING GRANT,2014,SOUTH EAST,139048.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",TRAINING GRANT,2015,SOUTH EAST,1422342.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",TRAINING GRANT,2016,SOUTH EAST,3559592.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",TRAINING GRANT,2017,SOUTH EAST,709082.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",TRAINING GRANT,2018,SOUTH EAST,98562.0
ROYAL STOKE UNIVERSITY HOSPITAL,CRD,2018,UNKNOWN,1116935.0
ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,COLLABORATIVE R&D,2016,SOUTH WEST,1781941.0
ROYAL UNITED SERVICES INSTITUTE,RESEARCH GRANT,2015,LONDON,187863.0
ROYAL VETERINARY COLLEGE,FELLOWSHIP,2015,LONDON,442660.0
ROYAL VETERINARY COLLEGE,FELLOWSHIP,2017,LONDON,304818.0
ROYAL VETERINARY COLLEGE,FELLOWSHIP,2018,LONDON,1516859.0
ROYAL VETERINARY COLLEGE,RESEARCH GRANT,2014,LONDON,1731024.0
ROYAL VETERINARY COLLEGE,RESEARCH GRANT,2015,LONDON,1765272.0
ROYAL VETERINARY COLLEGE,RESEARCH GRANT,2016,LONDON,2104008.0
ROYAL VETERINARY COLLEGE,RESEARCH GRANT,2017,LONDON,3899344.0
ROYAL VETERINARY COLLEGE,RESEARCH GRANT,2018,LONDON,1085911.0
ROYAL VETERINARY COLLEGE,TRAINING GRANT,2014,LONDON,102126.0
ROYAL VETERINARY COLLEGE,TRAINING GRANT,2015,LONDON,331017.0
ROYAL VETERINARY COLLEGE,TRAINING GRANT,2016,LONDON,104696.0
ROYAL VETERINARY COLLEGE,TRAINING GRANT,2017,LONDON,106212.0
ROYSTON LIMITED,COLLABORATIVE R&D,2016,NORTH EAST,937928.0
RPPTV LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,434417.0
RPPTV LIMITED,CRD,2018,SOUTH EAST,47481.0
RPPTV LIMITED,GRD DEVELOPMENT OF PROTOTYPE,2016,SOUTH EAST,249237.0
RSK ADAS LIMITED,FEASIBILITY STUDIES,2015,NORTH WEST,825611.0
RSK ENVIRONMENT LIMITED,CRD,2018,SCOTLAND,6005395.0
RSK ENVIRONMENT LIMITED,FEASIBILITY STUDIES,2017,SCOTLAND,99515.0
RTC ELECTRONICS LTD,FEASIBILITY STUDIES,2017,WEST MIDLANDS,317072.0
RTC NORTH LIMITED,CRD,2018,NORTH EAST,200398.0
RTC NORTH LIMITED,EU-FUNDED,2018,NORTH EAST,254690.0
RUSSELL IPM LTD,CRD,2018,WALES,722634.0
S.S. TUBE TECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,363985.0
SAFEGUARD NAUTICA LTD,CRD,2018,SOUTH WEST,41985.0
SAFFRON TRACEABILITY LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,61218.0
SAFRAN LANDING SYSTEMS UK LTD,BIS-FUNDED PROGRAMMES,2016,UNKNOWN,12409807.0
SAFRAN LANDING SYSTEMS UK LTD,COLLABORATIVE R&D,2016,UNKNOWN,954228.0
SAFRAN NACELLES LTD,BIS-FUNDED PROGRAMMES,2016,UNKNOWN,1562557.0
SAFRAN POWER UK LTD.,BIS-FUNDED PROGRAMMES,2017,SOUTH EAST,17198793.0
SAGETECH MEDICAL EQUIPMENT LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,762131.0
SAINSBURY'S SUPERMARKETS LTD,COLLABORATIVE R&D,2017,LONDON,555690.0
SAKER SOLUTIONS LIMITED,COLLABORATIVE R&D,2016,WEST MIDLANDS,429121.0
SAMAD POWER LTD,COLLABORATIVE R&D,2017,NORTH WEST,1140500.0
SAMSUNG ELECTRONICS (UK) LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,567883.0
SANDWELL UK LIMITED,FEASIBILITY STUDIES,2018,EAST MIDLANDS,108687.0
SANGATH,RESEARCH GRANT,2016,OUTSIDE UK,91086.0
SANGATH,RESEARCH GRANT,2017,OUTSIDE UK,151570.0
SANGATH,RESEARCH GRANT,2018,OUTSIDE UK,151749.0
SARETIUS LTD,EU-FUNDED,2016,SOUTH EAST,281552.0
SATELLITE APPLICATIONS CATAPULT LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,989916.0
SATELLITE APPLICATIONS CATAPULT LIMITED,CRD,2018,SOUTH EAST,68871016.0
SATOSHI SYSTEMS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,349963.0
SCALED LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,463548.0
SCALLOPTECH LIMITED,COLLABORATIVE R&D,2016,LONDON,56005.0
SCENE CONNECT LTD,FEASIBILITY STUDIES,2018,SCOTLAND,209166.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,FELLOWSHIP,2017,LONDON,199862.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,FELLOWSHIP,2018,LONDON,95922.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,RESEARCH GRANT,2014,LONDON,633870.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,RESEARCH GRANT,2015,LONDON,2128197.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,RESEARCH GRANT,2016,LONDON,393180.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,RESEARCH GRANT,2017,LONDON,14151514.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,RESEARCH GRANT,2018,LONDON,805032.0
SCIENCE MUSEUM GROUP,RESEARCH GRANT,2018,LONDON,281648.0
SCIENTIFIC EVENT LIMITED,COLLABORATIVE R&D,2017,NORTHERN IRELAND,234198.0
SCITEK CONSULTANTS LIMITED,EU-FUNDED,2016,EAST MIDLANDS,48338.0
SCORPION TOOLING UK LIMITED,FEASIBILITY STUDIES,2018,SOUTH WEST,99312.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,FELLOWSHIP,2018,SCOTLAND,144366.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,RESEARCH GRANT,2013,SCOTLAND,1018974.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,RESEARCH GRANT,2014,SCOTLAND,639546.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,RESEARCH GRANT,2017,SCOTLAND,7815592.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,RESEARCH GRANT,2018,SCOTLAND,2059629.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,TRAINING GRANT,2015,SCOTLAND,94126.0
SCOTTISH ENVIRONMENT PROTECTION AGENCY,CRD,2018,SCOTLAND,518390.0
SEABED SCOUR CONTROL SYSTEMS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1315312.0
SEACHILL UK LIMITED,COLLABORATIVE R&D,2016,UNKNOWN,401819.0
SEAGATE TECHNOLOGY (IRELAND),COLLABORATIVE R&D,2017,NORTHERN IRELAND,575994.0
SEAWATER GREENHOUSE LIMITED,COLLABORATIVE R&D,2015,LONDON,518078.0
SEAWEED & CO. LIMITED,FEASIBILITY STUDIES,2017,NORTH EAST,78998.0
SECC OIL AND GAS LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,312334.0
SECURE HARVESTS LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,318747.0
SECURE HARVESTS LIMITED,FEASIBILITY STUDIES,2018,SOUTH WEST,35208.0
SECURIUM LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69795.0
SEFTON TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2017,NORTH WEST,511365.0
SEI OXFORD OFFICE LTD,RESEARCH GRANT,2015,SOUTH EAST,210172.0
SEICHE LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,226620.0
SELECT RESEARCH LTD.,COLLABORATIVE R&D,2017,WEST MIDLANDS,204646.0
SELLAFIELD LIMITED,COLLABORATIVE R&D,2015,WEST MIDLANDS,700449.0
SENCEIVE LIMITED,COLLABORATIVE R&D,2018,LONDON,125563.0
SENSEYE LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,233040.0
SENSOR COATING SYSTEMS LIMITED,COLLABORATIVE R&D,2017,SOUTH WEST,354979.0
SENSOR DRIVEN LTD,FEASIBILITY STUDIES,2018,UNKNOWN,139646.0
SENTIENT MACHINES LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69989.0
SENTINEL ONCOLOGY LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,1188359.0
SEPPARO,COLLABORATIVE R&D,2018,UNKNOWN,8414.0
SEQUANI LIMITED,EU-FUNDED,2016,WEST MIDLANDS,199086.0
SERELAY LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,209758.0
SEXTON MATERIALS RESEARCH LIMITED,FEASIBILITY STUDIES,2018,WALES,206078.0
SFH OXFORD LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,104878.0
SG BIODRYING LIMITED,FEASIBILITY STUDIES,2017,EAST MIDLANDS,224356.0
"SHARP LABORATORIES OF EUROPE, LTD.",COLLABORATIVE R&D,2016,SOUTH EAST,536972.0
SHEFFIELD HALLAM UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,YORKSHIRE AND THE HUMBER,488129.0
SHEFFIELD HALLAM UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,YORKSHIRE AND THE HUMBER,823079.0
SHEFFIELD HALLAM UNIVERSITY,RESEARCH GRANT,2017,YORKSHIRE AND THE HUMBER,627405.0
SHEFFIELD HALLAM UNIVERSITY,RESEARCH GRANT,2018,YORKSHIRE AND THE HUMBER,264604.0
SHEFFIELD HALLAM UNIVERSITY,TRAINING GRANT,2018,YORKSHIRE AND THE HUMBER,99034.0
SHELL RESEARCH LIMITED,EU-FUNDED,2016,LONDON,132052.0
SHELTON MACHINES LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,420115.0
SIEMENS HEALTHCARE LIMITED,FEASIBILITY STUDIES,2017,SOUTH EAST,103977.0
SIEMENS PUBLIC LIMITED COMPANY,COLLABORATIVE R&D,2015,NORTH WEST,1064336.0
SIGMA LITHIUM LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,546201.0
SIGMATEX (UK) LIMITED,COLLABORATIVE R&D,2016,UNKNOWN,1788650.0
SIGNAL BIOMETRICS LTD,FEASIBILITY STUDIES,2018,UNKNOWN,69425.0
SIHEALTH LTD,COLLABORATIVE R&D,2017,SOUTH EAST,328206.0
SILSON LIMITED,FEASIBILITY STUDIES,2017,WEST MIDLANDS,69819.0
SIMOMICS LIMITED,COLLABORATIVE R&D,2016,YORKSHIRE AND THE HUMBER,446763.0
SIMONSOFT UK LTD,EU-FUNDED,2016,SOUTH EAST,146721.0
SIRAKOSS LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,914134.0
SIRIUS CONSTELLATION LTD,FEASIBILITY STUDIES,2018,UNKNOWN,551097.0
SISAF LTD,EU-FUNDED,2016,NORTHERN IRELAND,233387.0
SITECHNICS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,78411.0
SKANSKA TECHNOLOGY LIMITED,COLLABORATIVE R&D,2015,LONDON,637952.0
SKANSKA TECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,LONDON,1315393.0
SKIPPING ROCKS LAB LIMITED,FEASIBILITY STUDIES,2018,LONDON,69826.0
SKY MEDICAL TECHNOLOGY LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,506244.0
SLAMCORE LIMITED,FEASIBILITY STUDIES,2017,UNKNOWN,213216.0
SMALL ROBOT COMPANY LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,688824.0
SMART COMPONENT TECHNOLOGIES LIMITED,COLLABORATIVE R&D,2018,YORKSHIRE AND THE HUMBER,882921.0
SMART COMPONENT TECHNOLOGIES LIMITED,FEASIBILITY STUDIES,2018,YORKSHIRE AND THE HUMBER,112135.0
SMART GREEN SHIPPING ALLIANCE LIMITED,CRD,2018,UNKNOWN,70000.0
SMART SEPARATIONS LTD,COLLABORATIVE R&D,2017,LONDON,607222.0
SMARTKLUB LIMITED,FEASIBILITY STUDIES,2017,SOUTH WEST,72542.0
SMARTLIFEINC LIMITED,FEASIBILITY STUDIES,2017,YORKSHIRE AND THE HUMBER,386816.0
SMARTSAIL SYSTEMS LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,331351.0
SMARTWATER TECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,LONDON,366556.0
SMARTWATER TECHNOLOGY LIMITED,CRD,2018,LONDON,665893.0
SMITH & NEPHEW UK LIMITED,COLLABORATIVE R&D,2017,LONDON,407191.0
SMITHKLINE BEECHAM LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,398000.0
SNAP OUT LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,62474.0
SNOOZEAL LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,393303.0
SOIL MACHINE DYNAMICS LIMITED,COLLABORATIVE R&D,2018,NORTH EAST,1860841.0
SOILESSENTIALS LIMITED,COLLABORATIVE R&D,2015,SCOTLAND,1184309.0
SOILESSENTIALS LIMITED,FEASIBILITY STUDIES,2015,SCOTLAND,350623.0
SOILESSENTIALS LIMITED,FEASIBILITY STUDIES,2016,SCOTLAND,57274.0
SOKOINE UNIVERSITY OF AGRICULTURE,RESEARCH GRANT,2015,OUTSIDE UK,320682.0
SOLAQUAGEN INTERNATIONAL LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,348464.0
SOLAR CAPTURE TECHNOLOGIES LIMITED,EU-FUNDED,2017,NORTH EAST,115154.0
SOLICITORS REGULATION AUTHORITY,CRD,2018,UNKNOWN,693458.0
SONARDYNE INTERNATIONAL LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,822985.0
