,LeadROName,Department,ProjectCategory,AwardPounds,Region,year
367,University of Oxford,Oxford Chemistry,Research Grant,553625.0,South East,2018
368,Newcastle University,Institute of Neuroscience,Fellowship,1092225.0,North East,2014
369,University of Exeter,Biosciences,Research Grant,105940.0,South West,2016
370,Cipher Surgical Limited,,Feasibility Studies,244344.0,Scotland,2017
371,National Oceanography Centre,Science and Technology,Fellowship,327974.0,South East,2018
372,King's College London,Geography,Training Grant,102126.0,London,2015
373,University of Portsmouth,Sch of  Earth & Environmental Sciences,Research Grant,484688.0,South East,2013
374,University of Warwick,Centre for Interdisc. Methodologies,Research Grant,361893.0,West Midlands,2018
375,STFC - Laboratories,UK Astronomy Technology Centre,Research Grant,31088.0,South East,2017
376,"Royal Holloway, University of London",Earth Sciences,Research Grant,408603.0,South East,2018
377,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Research Grant,4128086.0,London,2018
378,University of Cambridge,Engineering,Research Grant,326716.0,East of England,2017
379,University of Warwick,Chemistry,Training Grant,4112092.0,West Midlands,2014
380,National Centre for Earth Observation,,Other Grant,1118633.0,South East,2014
381,Cardiff University,Sch of Psychology,Research Grant,1420574.0,Wales,2017
382,University of Glasgow,School of Engineering,Fellowship,624572.0,Scotland,2018
383,London Sch of Hygiene and Trop Medicine,Epidemiology and Population Health,Research Grant,151265.0,London,2017
384,University of York,Biology,Research Grant,367189.0,Yorkshire and The Humber,2016
385,"Queen Mary, University of London",Geography,Fellowship,94103.0,London,2018
386,Cranfield University,"School of Water, Energy and Environment",Research Grant,450967.0,East of England,2018
387,London Sch of Hygiene and Trop Medicine,Department of Pathogen Molecular Biology,Research Grant,537265.0,London,2018
388,National Inst of Agricultural Botany,Genetics and Breeding,Research Grant,1262009.0,East of England,2018
389,The Wellcome Trust  Sanger Institute,Wellcome Trust Genome Campus,Research Grant,400030.0,East of England,2017
390,University of Manchester,School of Biological Sciences,Research Grant,860793.0,North West,2016
391,University of Cambridge,Zoology,Fellowship,550134.0,East of England,2016
392,University of Nottingham,Sch of Chemistry,Research Grant,782561.0,East Midlands,2016
393,University of Manchester,Life Sciences,Research Grant,251906.0,North West,2017
394,"Queen Mary, University of London",Blizard Institute of Cell and Molecular,Research Grant,557335.0,London,2016
395,University of East Anglia,Pharmacy,Training Grant,98212.0,East of England,2017
396,Imperial College London,Dept of Mechanical Engineering,Research Grant,578903.0,London,2017
397,Brunel University,Computer Science,Research Grant,150129.0,London,2018
398,University College London,School of Pharmacy,Research Grant,495456.0,London,2017
399,B-Hive Innovations Limited,,Collaborative R&D,956027.0,East Midlands,2017
400,Durham University,Earth Sciences,Research Grant,403274.0,North East,2014
401,University of Reading,Meteorology,Research Grant,399563.0,South East,2016
402,Processors & Growers Research Organisation,,Feasibility Studies,92248.0,East of England,2018
403,Loughborough University,"Wolfson Sch of Mech, Elec & Manufac Eng",Fellowship,1294482.0,East Midlands,2013
404,Smartwater Technology Limited,,Collaborative R&D,366556.0,London,2017
405,University of Southampton,Optoelectronics Research Centre (ORC),Research Grant,2267121.0,South East,2014
406,Newcastle University,,Knowledge Transfer Partnership,102397.0,North East,2017
407,Nissan Motor Manufacturing (UK) Limited,,Collaborative R&D,4731412.0,North East,2017
408,Marine Biological Association,Marine Biology,Research Grant,236421.0,South West,2015
409,University of Strathclyde,Biomedical Engineering,Research Grant,79617.0,Scotland,2017
410,University of Aberdeen,Engineering,Research Grant,81228.0,Scotland,2018
411,University College London,Experimental Psychology,Research Grant,160451.0,London,2017
412,Brunel University,Inst of Materials & Manufacturing: BCAST,Research Grant,411096.0,London,2018
413,University of Bath,Mathematical Sciences,Fellowship,446374.0,South West,2016
414,University of York,Biology,Training Grant,99034.0,Yorkshire and The Humber,2018
415,Cranfield University,"Sch of Aerospace, Transport & Manufact",Research Grant,231090.0,East of England,2018
416,Dynniq UK Limited,,Collaborative R&D,916894.0,South East,2017
417,University of Strathclyde,Pure and Applied Chemistry,Training Grant,95042.0,Scotland,2015
418,Lancaster University,Physics,Research Grant,2917206.0,North West,2015
419,University of Bristol,Sch of Medical Sciences,Research Grant,560069.0,South West,2018
420,York Probe Sources Limited,,Feasibility Studies,186922.0,Yorkshire and The Humber,2017
421,University College London,Chemical Engineering,Research Grant,344067.0,London,2016
422,University of Kent,Sch of English,Research Grant,194862.0,South East,2017
423,University of Southampton,School of Chemistry,Research Grant,363109.0,South East,2016
424,University of Sheffield,Geography,Research Grant,272448.0,Yorkshire and The Humber,2015
425,King's College London,Imaging & Biomedical Engineering,Training Grant,4818495.0,London,2014
426,King's College London,Craniofacial Dev Orthodon and Microbiol,Research Grant,629146.0,London,2017
427,Powertrain R&d Limited,,Collaborative R&D,346995.0,East of England,2017
428,Nanoptima Limited,,Feasibility Studies,128003.0,Unknown,2018
429,Doncasters Limited,,Collaborative R&D,704454.0,Unknown,2018
430,Coventry University,Ins for Future Transport & Cities,Research Grant,168133.0,West Midlands,2017
431,Edinburgh Napier University,Computing,Research Grant,366412.0,Scotland,2018
432,Ultromex Ltd,,Collaborative R&D,518727.0,North West,2018
433,Imperial College London,Imperial College Business School,Training Grant,1042860.0,London,2014
434,University of Leeds,Sch of Geography,Research Grant,424757.0,Yorkshire and The Humber,2018
435,University of Bristol,Senior Faculty Accountant,Training Grant,8606700.0,South West,2016
436,John Innes Centre,Biological Chemistry,Research Grant,118500.0,East of England,2017
437,NERC British Antarctic Survey,Science Programmes,Research Grant,113292.0,East of England,2017
438,Genefirst Limited,,Feasibility Studies,449173.0,South East,2018
439,University of Manchester,Physics and Astronomy,Training Grant,919663.0,North West,2018
440,Oxford Brookes University,Faculty of Health and Life Sciences,Research Grant,299017.0,South East,2018
441,Topgan Quantum Technologies Limited,,Feasibility Studies,365997.0,Unknown,2018
442,University of Sheffield,Electronic and Electrical Engineering,Research Grant,603585.0,Yorkshire and The Humber,2017
443,University College London,Computer Science,Research Grant,6146075.0,London,2018
444,Brunel University,Institute of Energy Futures,Research Grant,1642829.0,London,2016
445,Coventry City Council,,Collaborative R&D,79200000.0,West Midlands,2017
446,University of Bath,Computer Science,Fellowship,555408.0,South West,2018
447,University of Leeds,Applied Mathematics,Research Grant,238464.0,Yorkshire and The Humber,2018
448,National Inst of Agricultural Botany,Genetics and Breeding,Research Grant,1336625.0,East of England,2016
449,London Sch of Hygiene and Trop Medicine,Public Health and Policy,Research Grant,575584.0,London,2017
450,University of Oxford,Earth Sciences,Fellowship,562886.0,South East,2013
451,Perlemax Limited,,EU-Funded,258261.0,Yorkshire and The Humber,2016
452,Pvoh Polymers Limited,,Feasibility Studies,93862.0,South West,2018
453,Aston University,Sch of Life and Health Sciences,Research Grant,249890.0,West Midlands,2016
454,University of Reading,Geography and Environmental Sciences,Training Grant,95042.0,South East,2015
455,University of York,Biology,Research Grant,360132.0,Yorkshire and The Humber,2015
456,Cardiff University,School of Medicine,Research Grant,139924.0,Wales,2016
457,"University of the West of England, Bristol's International College",,Knowledge Transfer Partnership,107724.0,South West,2017
458,University of Lincoln,,Knowledge Transfer Partnership,150640.0,East Midlands,2018
459,University of Surrey,Physics,Research Grant,376993.0,South East,2016
460,University of St Andrews,Biology,Research Grant,495349.0,Scotland,2018
461,National Inst of Agricultural Botany,Centre for Research,Research Grant,55481.0,East of England,2016
462,University of Warwick,Warwick Medical School,Research Grant,473458.0,West Midlands,2017
463,University of Exeter,University of Exeter Medical School,Training Grant,98212.0,South West,2017
464,Aston University,Sch of Languages and Social Sciences,Fellowship,124743.0,West Midlands,2018
465,University of Sussex,Research Finance,Training Grant,69524.0,South East,2014
466,University of St Andrews,Research Policy Office,Research Grant,106856.0,Scotland,2017
467,High Value Manufacturing Catapult,,Centres,28000000.0,West Midlands,2014
468,National Oceanography Centre,Science and Technology,Research Grant,236312.0,South East,2015
469,University of Sheffield,Research Finance,Training Grant,566424.0,Yorkshire and The Humber,2015
470,University of Liverpool,Politics,Research Grant,1837273.0,North West,2017
471,University of Bristol,Engineering Mathematics,Research Grant,250703.0,South West,2018
472,University of Essex,Biological Sciences,Research Grant,251820.0,East of England,2016
473,University of Leicester,Museum Studies,Research Grant,510486.0,East Midlands,2017
474,NERC British Geological Survey,Earth Hazards & Observatories,Research Grant,23961.0,East Midlands,2016
475,"Royal Holloway, University of London",Media Arts,Research Grant,5623621.0,South East,2018
476,Sheffield Hallam University,Faculty of Arts Computing Eng and Sci,Research Grant,100958.0,Yorkshire and The Humber,2017
477,University of Glasgow,School of Chemistry,Research Grant,62367.0,Scotland,2018
478,University of Cambridge,Wellcome Trust - MRC Cam Stem Cell Inst,Other Grant,335676.0,East of England,2017
479,University of Bristol,Education,Research Grant,150036.0,South West,2017
480,Idiada Automotive Technology UK Ltd.,,Collaborative R&D,3054563.0,West Midlands,2017
481,NERC British Geological Survey,Groundwater,Research Grant,470783.0,East Midlands,2015
482,S.S. Tube Technology Limited,,Collaborative R&D,363985.0,South East,2017
483,University of Essex,,Knowledge Transfer Partnership,153667.0,East of England,2017
484,University of Cambridge,Physical Sciences,Training Grant,10774000.0,East of England,2018
485,University of Southampton,School of Chemistry,Research Grant,398768.0,South East,2017
486,King's College London,Wolfson Centre for Age Related Diseases,Research Grant,1795160.0,London,2018
487,University of Central Lancashire,Sch of Sport and Wellbeing,Research Grant,301663.0,North West,2017
488,University of Sheffield,Education,Research Grant,443000.0,Yorkshire and The Humber,2017
489,University of Oxford,Physiology Anatomy and Genetics,Fellowship,457586.0,South East,2015
490,Cosworth Limited,,Collaborative R&D,461632.0,East Midlands,2017
491,University of Kent,Sch of Biosciences,Research Grant,363265.0,South East,2018
492,University of Oxford,Plant Sciences,Research Grant,492352.0,South East,2016
493,University of Leicester,Genetics,Research Grant,771721.0,East Midlands,2018
494,University of Cambridge,MRC Mitochondrial Biology Unit,Training Grant,98212.0,East of England,2018
495,Rothamsted Research,Sustainable Soils and Grassland Systems,Research Grant,2438488.0,East of England,2016
496,King's College London,Informatics,Research Grant,63960.0,London,2018
497,Sirius Constellation Ltd,,Feasibility Studies,551097.0,Unknown,2018
498,University of Leeds,Applied Mathematics,Research Grant,49502.0,Yorkshire and The Humber,2017
499,Lancaster University,Mathematics and Statistics,Research Grant,317340.0,North West,2016
500,University of Bath,Chemical Engineering,Research Grant,253024.0,South West,2018
501,University of Cambridge,Chemistry,Research Grant,1932306.0,East of England,2017
502,Imperial College London,Dept of Aeronautics,Training Grant,4279853.0,London,2014
503,Open University,"Faculty of Sci, Tech, Eng & Maths (STEM)",Research Grant,2363655.0,South East,2017
504,Plasticell Limited,,Collaborative R&D,1303198.0,East Midlands,2015
505,University of Oxford,Paediatrics,Research Grant,2335924.0,South East,2018
506,University of Oxford,Primary Care Health Sciences,Research Grant,784139.0,South East,2015
507,Biovorn Limited,,Feasibility Studies,69968.0,Unknown,2018
